Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,42.972000,44.066002,42.192001,43.397999,43.397999,29616500
2017-01-04,42.950001,45.599998,42.862000,45.397999,45.397999,56067500
2017-01-05,45.284000,45.495998,44.389999,45.349998,45.349998,29558500
2017-01-06,45.386002,46.062000,45.090000,45.801998,45.801998,27639500
2017-01-09,45.793999,46.383999,45.599998,46.256001,46.256001,19897500
2017-01-10,46.400002,46.400002,45.377998,45.973999,45.973999,18300000
2017-01-11,45.813999,45.995998,45.335999,45.945999,45.945999,18254000
2017-01-12,45.812000,46.139999,45.116001,45.917999,45.917999,18951000
2017-01-13,46.000000,47.570000,45.917999,47.549999,47.549999,30465000
2017-01-17,47.340000,47.992001,46.874001,47.116001,47.116001,23087500
2017-01-18,47.330002,47.942001,47.116001,47.672001,47.672001,18845000
2017-01-19,49.450001,49.736000,48.150002,48.751999,48.751999,38661500
2017-01-20,49.091999,49.200001,48.602001,48.945999,48.945999,21021500
2017-01-23,49.169998,50.178001,49.099998,49.784000,49.784000,31314500
2017-01-24,50.000000,50.959999,49.930000,50.922001,50.922001,24827500
2017-01-25,51.462002,51.692001,50.360001,50.894001,50.894001,25713000
2017-01-26,50.858002,51.147999,50.150002,50.501999,50.501999,15760500
2017-01-27,50.276001,50.599998,49.703999,50.590000,50.590000,15831500
2017-01-30,50.506001,51.057999,49.419998,50.125999,50.125999,19005500
2017-01-31,49.848000,51.178001,49.540001,50.386002,50.386002,20580500
2017-02-01,50.610001,50.639999,49.810001,49.848000,49.848000,19794000
2017-02-02,49.667999,50.484001,49.542000,50.310001,50.310001,12499000
2017-02-03,50.382000,50.436001,49.936001,50.265999,50.265999,10933500
2017-02-06,50.200001,51.563999,50.125999,51.554001,51.554001,17812500
2017-02-07,51.638000,52.000000,51.284000,51.495998,51.495998,21224000
2017-02-08,51.470001,52.672001,51.240002,52.416000,52.416000,19665000
2017-02-09,53.250000,54.236000,53.230000,53.840000,53.840000,39101000
2017-02-10,53.958000,54.189999,53.222000,53.846001,53.846001,18098500
2017-02-13,54.147999,56.158001,54.102001,56.119999,56.119999,35148000
2017-02-14,55.806000,57.478001,55.722000,56.195999,56.195999,36726000
2017-02-15,56.000000,56.448002,55.287998,55.952000,55.952000,24739500
2017-02-16,55.520000,56.000000,53.700001,53.790001,53.790001,35386500
2017-02-17,53.160000,54.577999,52.830002,54.445999,54.445999,31285500
2017-02-21,55.090000,56.279999,54.801998,55.478001,55.478001,28383500
2017-02-22,56.062000,56.689999,54.520000,54.702000,54.702000,43775000
2017-02-23,52.799999,52.931999,51.112000,51.198002,51.198002,74576000
2017-02-24,50.532001,51.650002,50.040001,51.400002,51.400002,40858000
2017-02-27,49.633999,49.672001,48.402000,49.245998,49.245998,57304000
2017-02-28,48.838001,50.200001,48.779999,49.998001,49.998001,30390500
2017-03-01,50.835999,50.970001,49.821999,50.004002,50.004002,24047500
2017-03-02,49.942001,50.655998,49.653999,50.096001,50.096001,16759000
2017-03-03,50.147999,50.380001,49.799999,50.313999,50.313999,14597000
2017-03-06,49.582001,50.340000,49.501999,50.242001,50.242001,16777500
2017-03-07,50.383999,50.778000,49.664001,49.717999,49.717999,17297500
2017-03-08,49.400002,50.014000,49.063999,49.374001,49.374001,18626000
2017-03-09,49.526001,49.731998,48.599998,48.980000,48.980000,19396500
2017-03-10,49.242001,49.299999,48.599998,48.737999,48.737999,15331500
2017-03-13,48.964001,49.369999,48.556000,49.234001,49.234001,15113000
2017-03-14,49.222000,51.624001,49.203999,51.599998,51.599998,37992000
2017-03-15,51.400002,52.200001,50.854000,51.146000,51.146000,26654000
2017-03-16,52.480000,53.150002,51.812000,52.410000,52.410000,35661000
2017-03-17,52.799999,53.066002,52.240002,52.299999,52.299999,32487500
2017-03-20,52.119999,52.910000,51.764000,52.383999,52.383999,18071500
2017-03-21,52.566002,52.959999,50.048000,50.136002,50.136002,34543000
2017-03-22,50.312000,51.014000,50.102001,51.001999,51.001999,20296500
2017-03-23,51.077999,51.534000,50.660000,50.956001,50.956001,16601000
2017-03-24,51.139999,52.778000,51.001999,52.632000,52.632000,28236500
2017-03-27,52.119999,54.113998,51.950001,54.043999,54.043999,31154000
2017-03-28,55.403999,56.136002,55.000000,55.490002,55.490002,39938000
2017-03-29,55.667999,55.919998,55.108002,55.476002,55.476002,18381000
2017-03-30,55.608002,56.400002,55.442001,55.584000,55.584000,20742000
2017-03-31,55.745998,55.936001,55.264000,55.660000,55.660000,16473000
2017-04-03,57.380001,59.799999,56.916000,59.703999,59.703999,69443000
2017-04-04,59.377998,60.962002,58.905998,60.740002,60.740002,50673000
2017-04-05,60.408001,60.976002,58.840000,59.000000,59.000000,39404500
2017-04-06,59.375999,60.388000,58.820000,59.740002,59.740002,27603000
2017-04-07,59.500000,60.537998,59.430000,60.507999,60.507999,22898000
2017-04-10,61.830002,62.745998,61.742001,62.478001,62.478001,38322500
2017-04-11,62.675999,62.694000,61.099998,61.742001,61.742001,28623000
2017-04-12,61.268002,61.689999,59.264000,59.368000,59.368000,30253500
2017-04-13,59.340000,61.478001,59.060001,60.799999,60.799999,46423000
2017-04-17,60.540001,60.799999,59.736000,60.287998,60.287998,20693500
2017-04-18,59.939999,60.167999,59.580002,60.049999,60.049999,15178500
2017-04-19,60.492001,61.324001,60.422001,61.104000,61.104000,19490000
2017-04-20,61.301998,61.830002,60.046001,60.501999,60.501999,30747000
2017-04-21,60.400002,61.279999,60.084000,61.119999,61.119999,22549000
2017-04-24,61.844002,62.110001,61.203999,61.605999,61.605999,25417500
2017-04-25,61.599998,62.796001,61.172001,62.757999,62.757999,33688500
2017-04-26,62.473999,62.900002,61.799999,62.034000,62.034000,23475000
2017-04-27,62.338001,62.618000,61.500000,61.726002,61.726002,17343000
2017-04-28,61.966000,62.959999,61.599998,62.813999,62.813999,22527500
2017-05-01,62.976002,65.449997,62.962002,64.566002,64.566002,44148000
2017-05-02,64.800003,65.531998,63.312000,63.778000,63.778000,26914000
2017-05-03,63.534000,64.306000,62.090000,62.203999,62.203999,35667000
2017-05-04,61.487999,61.554001,58.152000,59.091999,59.091999,70760000
2017-05-05,59.599998,61.709999,59.360001,61.669998,61.669998,40886500
2017-05-08,62.180000,62.757999,61.164001,61.438000,61.438000,35032500
2017-05-09,61.875999,64.398003,61.820000,64.251999,64.251999,48382500
2017-05-10,64.311996,65.099998,63.624001,65.043999,65.043999,28708000
2017-05-11,64.680000,65.199997,63.919998,64.620003,64.620003,23769000
2017-05-12,65.096001,65.400002,64.306000,64.961998,64.961998,20608000
2017-05-15,63.675999,64.040001,62.506001,63.175999,63.175999,38110000
2017-05-16,63.518002,64.012001,63.028000,63.402000,63.402000,20762500
2017-05-17,62.877998,62.925999,61.099998,61.222000,61.222000,33559500
2017-05-18,61.400002,62.787998,61.062000,62.612000,62.612000,28269000
2017-05-19,63.099998,63.299999,62.040001,62.166000,62.166000,23438000
2017-05-22,62.560001,62.874001,61.360001,62.070000,62.070000,21646000
2017-05-23,62.091999,62.146000,60.695999,60.771999,60.771999,21592000
2017-05-24,61.301998,62.200001,61.080002,62.043999,62.043999,25166500
2017-05-25,62.203999,63.394001,61.562000,63.366001,63.366001,25070000
2017-05-26,63.456001,65.098000,63.262001,65.028000,65.028000,39011000
2017-05-30,65.199997,67.255997,65.152000,67.019997,67.019997,38914500
2017-05-31,67.538002,68.578003,67.031998,68.202003,68.202003,49817000
2017-06-01,68.800003,68.975998,67.458000,68.073997,68.073997,38040000
2017-06-02,67.954002,68.575996,67.185997,67.970001,67.970001,27951000
2017-06-05,67.699997,69.688004,66.842003,69.463997,69.463997,33922000
2017-06-06,68.940002,71.898003,67.994003,70.570000,70.570000,55434000
2017-06-07,71.267998,72.099998,71.028000,71.930000,71.930000,46990000
2017-06-08,72.750000,74.379997,72.043999,74.000000,74.000000,45307500
2017-06-09,74.884003,75.374001,70.959999,71.463997,71.463997,86307000
2017-06-12,71.598000,72.900002,70.124001,71.802002,71.802002,52588500
2017-06-13,73.524002,75.199997,73.321999,75.190002,75.190002,59039500
2017-06-14,76.218002,76.849998,75.262001,76.132004,76.132004,64092000
2017-06-15,74.500000,75.092003,73.297997,75.068001,75.068001,52132500
2017-06-16,75.596001,75.601997,74.019997,74.279999,74.279999,33655000
2017-06-19,75.000000,75.339996,73.559998,73.959999,73.959999,32746500
2017-06-20,75.334000,75.776001,73.945999,74.447998,74.447998,37193500
2017-06-21,74.870003,75.398003,73.603996,75.279999,75.279999,24616000
2017-06-22,75.598000,77.000000,74.713997,76.522003,76.522003,37649000
2017-06-23,76.489998,77.398003,75.870003,76.690002,76.690002,32229000
2017-06-26,77.337997,77.389999,74.620003,75.498001,75.498001,33020500
2017-06-27,75.279999,75.279999,72.403999,72.473999,72.473999,34982000
2017-06-28,73.335999,74.348000,72.503998,74.248001,74.248001,31512500
2017-06-29,74.122002,74.199997,70.820000,72.150002,72.150002,41105000
2017-06-30,72.741997,73.353996,71.924004,72.321999,72.321999,29242500
2017-07-03,74.047997,74.269997,70.300003,70.524002,70.524002,31527000
2017-07-05,69.440002,69.447998,65.265999,65.417999,65.417999,85233500
2017-07-06,63.452000,64.157997,61.259998,61.765999,61.765999,96622500
2017-07-07,62.700001,63.400002,61.476002,62.644001,62.644001,70884500
2017-07-10,62.580002,63.588001,60.625999,63.209999,63.209999,69104500
2017-07-11,63.200001,65.456001,62.860001,65.444000,65.444000,57797000
2017-07-12,66.080002,66.620003,64.900002,65.903999,65.903999,51730500
2017-07-13,66.022003,66.320000,63.993999,64.681999,64.681999,42972500
2017-07-14,64.638000,65.683998,64.244003,65.556000,65.556000,28126000
2017-07-17,65.108002,65.419998,62.689999,63.914001,63.914001,49384500
2017-07-18,63.500000,65.825996,63.132000,65.648003,65.648003,31868500
2017-07-19,65.646004,66.330002,64.643997,65.052002,65.052002,31785000
2017-07-20,65.379997,66.043999,64.839996,65.984001,65.984001,25831000
2017-07-21,65.891998,66.251999,65.160004,65.680000,65.680000,24508000
2017-07-24,66.047997,68.680000,66.001999,68.503998,68.503998,43185500
2017-07-25,69.000000,69.120003,66.830002,67.919998,67.919998,34946000
2017-07-26,68.071999,69.099998,67.624001,68.769997,68.769997,24104000
2017-07-27,69.199997,69.500000,65.258003,66.891998,66.891998,41512000
2017-07-28,67.377998,67.919998,66.501999,67.014000,67.014000,24402000
2017-07-31,67.099998,68.297997,64.208000,64.694000,64.694000,42675500
2017-08-01,64.599998,64.889999,63.226002,63.914001,63.914001,41515500
2017-08-02,63.787998,65.424004,62.243999,65.178001,65.178001,65457500
2017-08-03,69.066002,70.000000,68.629997,69.417999,69.417999,67675000
2017-08-04,69.400002,71.454002,68.660004,71.382004,71.382004,46344500
2017-08-07,71.470001,71.896004,70.550003,71.033997,71.033997,31622500
2017-08-08,71.505997,73.716003,71.480003,73.043999,73.043999,37249000
2017-08-09,72.199997,74.000000,71.790001,72.706001,72.706001,34460500
2017-08-10,72.320000,73.330002,70.931999,71.080002,71.080002,35464500
2017-08-11,71.393997,72.251999,70.723999,71.573997,71.573997,21829000
2017-08-14,72.926003,73.531998,72.519997,72.760002,72.760002,22596000
2017-08-15,73.040001,73.098000,71.874001,72.466003,72.466003,15425500
2017-08-16,72.599998,73.300003,72.503998,72.582001,72.582001,17069000
2017-08-17,72.241997,72.660004,70.318001,70.384003,70.384003,25138500
2017-08-18,70.582001,70.800003,69.160004,69.491997,69.491997,27041000
2017-08-21,69.164001,69.164001,66.370003,67.571999,67.571999,32477000
2017-08-22,68.225998,68.447998,67.473999,68.269997,68.269997,21610000
2017-08-23,67.797997,70.697998,67.660004,70.554001,70.554001,24772500
2017-08-24,70.503998,71.332001,69.947998,70.585999,70.585999,22923500
2017-08-25,70.848000,71.138000,69.459999,69.610001,69.610001,17420000
2017-08-28,69.456001,69.470001,67.944000,69.132004,69.132004,18820000
2017-08-29,67.896004,69.809998,67.750000,69.472000,69.472000,20368500
2017-08-30,69.933998,70.694000,69.400002,70.636002,70.636002,17064500
2017-08-31,70.709999,71.688004,70.564003,71.180000,71.180000,20364000
2017-09-01,71.223999,71.517998,70.737999,71.080002,71.080002,15247500
2017-09-05,70.760002,71.098000,69.178001,69.917999,69.917999,19175500
2017-09-06,69.900002,70.195999,68.311996,68.905998,68.905998,20457000
2017-09-07,69.195999,70.496002,68.690002,70.122002,70.122002,21196000
2017-09-08,69.797997,69.956001,68.459999,68.680000,68.680000,16317500
2017-09-11,70.269997,72.741997,70.000000,72.737999,72.737999,38335500
2017-09-12,72.898003,73.751999,72.080002,72.550003,72.550003,29864500
2017-09-13,72.764000,73.613998,71.917999,73.246002,73.246002,20926000
2017-09-14,72.865997,75.592003,72.526001,75.528000,75.528000,36012500
2017-09-15,74.902000,76.000000,74.540001,75.961998,75.961998,27102500
2017-09-18,76.050003,77.921997,75.536003,77.000000,77.000000,35940000
2017-09-19,76.000000,76.477997,74.713997,75.019997,75.019997,32259500
2017-09-20,74.599998,75.650002,74.213997,74.781998,74.781998,24595500
2017-09-21,74.980003,75.365997,72.902000,73.295998,73.295998,23091000
2017-09-22,73.297997,73.980003,70.176003,70.218002,70.218002,40797000
2017-09-25,70.629997,71.494003,68.575996,68.998001,68.998001,38029500
2017-09-26,70.185997,70.248001,68.180000,69.050003,69.050003,35781500
2017-09-27,69.980003,70.297997,68.099998,68.194000,68.194000,30301500
2017-09-28,67.975998,68.550003,67.080002,67.919998,67.919998,26598000
2017-09-29,68.372002,68.935997,67.720001,68.220001,68.220001,25535500
2017-10-02,68.503998,68.739998,67.101997,68.306000,68.306000,26434000
2017-10-03,67.180000,69.709999,66.255997,69.627998,69.627998,50768000
2017-10-04,70.250000,71.723999,69.919998,71.001999,71.001999,40817500
2017-10-05,71.199997,71.487999,70.269997,71.066002,71.066002,20858500
2017-10-06,70.620003,72.019997,70.449997,71.375999,71.375999,21487500
2017-10-09,69.930000,70.349998,68.533997,68.587997,68.587997,37468500
